drug_id,ind_id
Compound_DB00317,Disease_C1960925
Compound_DB00936,Disease_C0029408
Compound_DB09357,Disease_C0037274
Compound_DB00327,Disease_C2215257
Compound_DB00603,Disease_C0476089
Compound_DB00655,Disease_C0221392
Compound_DB00437,Disease_C0018099
Compound_DB00564,Disease_C0494475
Compound_DB00199,Disease_C0554628
Compound_DB00257,Disease_C0040262
Compound_DB00482,Disease_C2215257
Compound_DB01356,Disease_C0393735
Compound_DB00465,Disease_C2215257
Compound_DB00603,Disease_C0014175
Compound_DB00332,Disease_C1260880
Compound_DB00214,Disease_C0013604
Compound_DB00146,Disease_C0085682
Compound_DB01136,Disease_C0264716
Compound_DB00492,Disease_C0264716
Compound_DB09287,Disease_C0009806
Compound_DB00974,Disease_C0020437
Compound_DB00216,Disease_C0149931
Compound_DB01240,Disease_C0009443
Compound_DB00297,Disease_C0033774
Compound_DB09321,Disease_C0033246
Compound_DB00624,Disease_C0010417
Compound_DB01223,Disease_C0004096
Compound_DB09357,Disease_C0013595
Compound_DB00661,Disease_C0030590
Compound_DB00476,Disease_C1269683
Compound_DB00199,Disease_C0019147
Compound_DB00971,Disease_C0423775
Compound_DB01032,Disease_C0268108
Compound_DB00687,Disease_C0001403
Compound_DB00175,Disease_C0342882
Compound_DB00461,Disease_C0003873
Compound_DB01240,Disease_C0035455
Compound_DB00381,Disease_C0020538
Compound_DB00694,Disease_C0023449
Compound_DB00563,Disease_C0242379
Compound_DB00199,Disease_C0155862
Compound_DB00619,Disease_C0206141
Compound_DB00968,Disease_C0020538
Compound_DB00888,Disease_C0023434
Compound_DB00230,Disease_C0032768
Compound_DB06724,Disease_C0013395
Compound_DB00787,Disease_C0276226
Compound_DB09321,Disease_C1384589
Compound_DB00282,Disease_C0149911
Compound_DB00605,Disease_C0039503
Compound_DB00501,Disease_C0013395
Compound_DB01356,Disease_C0013390
Compound_DB00888,Disease_C0220656
Compound_DB00388,Disease_C1260880
Compound_DB00140,Disease_C1510471
Compound_DB00182,Disease_C0027404
Compound_DB00825,Disease_C0036508
Compound_DB00104,Disease_C0024586
Compound_DB06723,Disease_C0017168
Compound_DB00472,Disease_C0011581
Compound_DB00252,Disease_C0494475
Compound_DB00201,Disease_C0013390
Compound_DB00152,Disease_C1510471
Compound_DB00258,Disease_C0018790
Compound_DB01164,Disease_C0020598
Compound_DB00179,Disease_C0022602
Compound_DB06262,Disease_C0030567
Compound_DB00215,Disease_C0011581
Compound_DB00448,Disease_C0017168
Compound_DB06723,Disease_C0018834
Compound_DB00007,Disease_C0034013
Compound_DB00177,Disease_C0020538
Compound_DB00281,Disease_C0032768
Compound_DB01172,Disease_C0684256
Compound_DB00288,Disease_C0011616
Compound_DB01235,Disease_C0030568
Compound_DB06210,Disease_C0272293
Compound_DB00398,Disease_C3163939
Compound_DB00994,Disease_C0854211
Compound_DB00300,Disease_C0019693
Compound_DB00936,Disease_C0857177
Compound_DB06767,Disease_C1260880
Compound_DB00196,Disease_C0919659
Compound_DB00736,Disease_C0267055
Compound_DB00193,Disease_C0030193
Compound_DB00398,Disease_C2239176
Compound_DB00936,Disease_C0040460
Compound_DB01170,Disease_C0020538
Compound_DB05812,Disease_C0376358
Compound_DB00588,Disease_C0034067
Compound_DB00257,Disease_C0040252
Compound_DB00327,Disease_C0010200
Compound_DB01393,Disease_C0020443
Compound_DB00841,Disease_C0581377
Compound_DB00448,Disease_C0267055
Compound_DB00861,Disease_C0029408
Compound_DB08860,Disease_C0020443
Compound_DB00233,Disease_C0275959
Compound_DB00332,Disease_C0024117
Compound_DB06723,Disease_C0030920
Compound_DB00687,Disease_C0701163
Compound_DB00531,Disease_C0027819
Compound_DB00598,Disease_C0020538
Compound_DB01164,Disease_C0020621
Compound_DB00153,Disease_C0029442
Compound_DB00446,Disease_C0029878
Compound_DB06756,Disease_C0019880
Compound_DB01110,Disease_C1384589
Compound_DB00277,Disease_C0347950
Compound_DB00482,Disease_C0038013
Compound_DB00451,Disease_C0027145
Compound_DB00971,Disease_C0040262
Compound_DB06715,Disease_C2607914
Compound_DB00201,Disease_C1260880
Compound_DB00476,Disease_C0740447
Compound_DB01357,Disease_C0271578
Compound_DB00472,Disease_C0520676
Compound_DB01026,Disease_C0423775
Compound_DB00193,Disease_C0150055
Compound_DB00115,Disease_C0162316
Compound_DB00279,Disease_C0007115
Compound_DB01076,Disease_C0020474
Compound_DB00007,Disease_C0014175
Compound_DB00936,Disease_C0042548
Compound_DB00328,Disease_C0003873
Compound_DB00888,Disease_C0079773
Compound_DB00564,Disease_C0014549
Compound_DB00917,Disease_C0549315
Compound_DB00227,Disease_C0473527
Compound_DB00472,Disease_C1269683
Compound_DB00651,Disease_C0008677
Compound_DB01420,Disease_C0151721
Compound_DB00175,Disease_C0020474
Compound_DB00983,Disease_C0155880
Compound_DB00502,Disease_C0036341
Compound_DB00201,Disease_C0149931
Compound_DB00603,Disease_C0600142
Compound_DB09321,Disease_C0019112
Compound_DB00963,Disease_C0030193
Compound_DB00446,Disease_C0030528
Compound_DB00936,Disease_C0475811
Compound_DB00220,Disease_C0019693
Compound_DB00957,Disease_C0001144
Compound_DB00322,Disease_C0345904
Compound_DB00360,Disease_C0751434
Compound_DB00230,Disease_C0270549
Compound_DB00379,Disease_C0085612
Compound_DB00201,Disease_C0009443
Compound_DB00588,Disease_C0155880
Compound_DB00213,Disease_C0030920
Compound_DB00239,Disease_C0040262
Compound_DB09276,Disease_C0003873
Compound_DB00605,Disease_C0003868
Compound_DB00584,Disease_C0018802
Compound_DB01270,Disease_C0011884
Compound_DB00227,Disease_C0003850
Compound_DB00957,Disease_C0600142
Compound_DB00930,Disease_C0020443
Compound_DB00328,Disease_C0039520
Compound_DB00884,Disease_C0029456
Compound_DB00882,Disease_C0021361
Compound_DB00388,Disease_C0033246
Compound_DB00921,Disease_C0524662
Compound_DB00936,Disease_C0030193
Compound_DB00252,Disease_C0238111
Compound_DB01026,Disease_C0040252
Compound_DB00328,Disease_C0013274
Compound_DB01356,Disease_C0005586
Compound_DB00328,Disease_C0038013
Compound_DB00853,Disease_C0349543
Compound_DB00588,Disease_C0011615
Compound_DB00472,Disease_C2267227
Compound_DB01172,Disease_C0042029
Compound_DB00619,Disease_C0005699
Compound_DB00115,Disease_C0002892
Compound_DB00774,Disease_C0013604
Compound_DB00605,Disease_C0003873
Compound_DB00266,Disease_C0040038
Compound_DB01022,Disease_C0029456
Compound_DB00411,Disease_C0017612
Compound_DB01026,Disease_C0019655
Compound_DB00651,Disease_C0004096
Compound_DB00356,Disease_C0026838
Compound_DB01420,Disease_C0022735
Compound_DB00335,Disease_C0020538
Compound_DB00288,Disease_C0036508
Compound_DB00146,Disease_C0035579
Compound_DB00277,Disease_C4038730
Compound_DB00550,Disease_C0020550
Compound_DB00501,Disease_C0018834
Compound_DB00302,Disease_C0014175
Compound_DB00936,Disease_C0149931
Compound_DB00915,Disease_C0030568
Compound_DB00733,Disease_C0700359
Compound_DB01223,Disease_C0038218
Compound_DB06767,Disease_C0009443
Compound_DB01377,Disease_C0151723
Compound_DB00784,Disease_C0030193
Compound_DB00548,Disease_C0001144
Compound_DB00182,Disease_C1263846
Compound_DB01164,Disease_C0151714
Compound_DB09321,Disease_C0006846
Compound_DB00388,Disease_C0019112
Compound_DB00091,Disease_C0003873
Compound_DB09321,Disease_C0040262
Compound_DB00588,Disease_C0033775
Compound_DB00972,Disease_C0035460
Compound_DB00193,Disease_C0029408
Compound_DB00199,Disease_C0008311
Compound_DB00531,Disease_C0026948
Compound_DB06710,Disease_C0151721
Compound_DB00936,Disease_C0027051
Compound_DB00227,Disease_C0020474
Compound_DB00843,Disease_C0002395
Compound_DB00277,Disease_C0024115
Compound_DB01235,Disease_C0242422
Compound_DB00201,Disease_C0030193
Compound_DB01076,Disease_C0020557
Compound_DB00564,Disease_C0014544
Compound_DB01022,Disease_C3203356
Compound_DB00152,Disease_C0349464
Compound_DB00328,Disease_C0039103
Compound_DB00332,Disease_C2607914
Compound_DB00825,Disease_C0040262
Compound_DB08860,Disease_C0020474
Compound_DB09357,Disease_C0152020
Compound_DB00624,Disease_C0151721
Compound_DB04899,Disease_C0581377
Compound_DB00451,Disease_C0018021
Compound_DB00196,Disease_C0700345
Compound_DB00277,Disease_C0038218
Compound_DB00437,Disease_C0558595
Compound_DB00502,Disease_C0040517
Compound_DB00936,Disease_C0004604
Compound_DB06219,Disease_C0038166
Compound_DB00258,Disease_C0151714
Compound_DB00115,Disease_C1510471
Compound_DB00350,Disease_C0020538
Compound_DB00883,Disease_C0002962
Compound_DB00090,Disease_C0023786
Compound_DB00694,Disease_C0036220
Compound_DB00014,Disease_C0014175
Compound_DB00153,Disease_C0020598
Compound_DB00199,Disease_C0018081
Compound_DB00994,Disease_C0029878
Compound_DB00199,Disease_C0032302
Compound_DB00261,Disease_C0040028
Compound_DB00266,Disease_C0027051
Compound_DB00619,Disease_C0023472
Compound_DB00588,Disease_C0406326
Compound_DB00588,Disease_C0011616
Compound_DB00936,Disease_C0423775
Compound_DB00327,Disease_C0009443
Compound_DB00712,Disease_C0029408
Compound_DB00317,Disease_C0007131
Compound_DB00446,Disease_C0036117
Compound_DB00302,Disease_C0025323
Compound_DB00194,Disease_C0019357
Compound_DB01026,Disease_C0036508
Compound_DB06756,Disease_C0010692
Compound_DB01270,Disease_C0271084
Compound_DB00661,Disease_C0002962
Compound_DB00257,Disease_C0700345
Compound_DB00277,Disease_C0006277
Compound_DB01266,Disease_C0009663
Compound_DB09293,Disease_C0020550
Compound_DB00624,Disease_C0034012
Compound_DB01064,Disease_C0009443
Compound_DB02659,Disease_C0008350
Compound_DB00514,Disease_C0027424
Compound_DB00741,Disease_C0027726
Compound_DB00959,Disease_C0039503
Compound_DB01380,Disease_C1384589
Compound_DB09154,Disease_C0013395
Compound_DB01234,Disease_C0042165
Compound_DB00321,Disease_C0338908
Compound_DB00443,Disease_C1260899
Compound_DB00997,Disease_C0036220
Compound_DB00443,Disease_C1761609
Compound_DB00620,Disease_C0406326
Compound_DB00741,Disease_C0011606
Compound_DB09154,Disease_C0009443
Compound_DB00860,Disease_C0854211
Compound_DB00443,Disease_C0024305
Compound_DB00244,Disease_C3697010
Compound_DB01234,Disease_C0030807
Compound_DB00860,Disease_C0003868
Compound_DB01380,Disease_C0005138
Compound_DB01380,Disease_C0036202
Compound_DB00635,Disease_C0002875
Compound_DB00608,Disease_C0003873
Compound_DB00945,Disease_C0030193
Compound_DB00860,Disease_C0002994
Compound_DB00338,Disease_C0017168
Compound_DB01380,Disease_C0010346
Compound_DB01380,Disease_C0079773
Compound_DB00620,Disease_C0151467
Compound_DB00860,Disease_C0026948
Compound_DB00635,Disease_C0011606
Compound_DB00313,Disease_C0014553
Compound_DB01234,Disease_C0022568
Compound_DB00959,Disease_C0406317
Compound_DB00788,Disease_C0149931
Compound_DB00295,Disease_C0030193
Compound_DB00468,Disease_C0024535
Compound_DB01234,Disease_C0035439
Compound_DB00443,Disease_C0079773
Compound_DB01234,Disease_C1260899
Compound_DB01234,Disease_C0029878
Compound_DB00741,Disease_C0017563
Compound_DB00632,Disease_C0019345
Compound_DB00443,Disease_C0003872
Compound_DB00620,Disease_C0026948
Compound_DB01008,Disease_C0279543
Compound_DB01234,Disease_C0036202
Compound_DB00635,Disease_C0030807
Compound_DB01234,Disease_C0024141
Compound_DB00741,Disease_C0010043
Compound_DB00443,Disease_C0405580
Compound_DB09107,Disease_C1561828
Compound_DB09154,Disease_C0035455
Compound_DB01380,Disease_C0406326
Compound_DB00443,Disease_C0149922
Compound_DB00313,Disease_C0014544
Compound_DB00627,Disease_C0020474
Compound_DB06643,Disease_C0029456
Compound_DB00959,Disease_C0011616
Compound_DB01380,Disease_C0004364
Compound_DB00997,Disease_C0027708
Compound_DB00788,Disease_C0029408
Compound_DB00253,Disease_C0022073
Compound_DB01380,Disease_C0024141
Compound_DB00741,Disease_C2894027
Compound_DB00620,Disease_C0015230
Compound_DB00717,Disease_C0014175
Compound_DB00741,Disease_C0242459
Compound_DB00959,Disease_C0151467
Compound_DB01285,Disease_C0037769
Compound_DB00352,Disease_C0023467
Compound_DB08885,Disease_C0271084
Compound_DB01234,Disease_C0242459
Compound_DB01234,Disease_C0006413
Compound_DB01050,Disease_C0030193
Compound_DB00394,Disease_C0027430
Compound_DB00047,Disease_C0011860
Compound_DB00443,Disease_C0149911
Compound_DB00749,Disease_C0030193
Compound_DB00620,Disease_C0033860
Compound_DB00514,Disease_C0242429
Compound_DB00620,Disease_C0023646
Compound_DB01234,Disease_C0040896
Compound_DB00997,Disease_C0024301
Compound_DB01272,Disease_C0342751
Compound_DB08902,Disease_C0155866
Compound_DB01234,Disease_C0022081
Compound_DB00860,Disease_C0003873
Compound_DB01234,Disease_C0002875
Compound_DB00855,Disease_C0022602
Compound_DB00959,Disease_C0015230
Compound_DB09154,Disease_C0017168
Compound_DB01380,Disease_C0038218
Compound_DB06674,Disease_C0038013
Compound_DB00788,Disease_C0018099
Compound_DB09033,Disease_C0009324
Compound_DB01380,Disease_C0033860
Compound_DB09104,Disease_C0009806
Compound_DB00514,Disease_C2607914
Compound_DB00959,Disease_C0003872
Compound_DB00788,Disease_C0006444
Compound_DB00741,Disease_C0026769
Compound_DB01380,Disease_C0023052
Compound_DB00997,Disease_C0278488
Compound_DB00741,Disease_C0024141
Compound_DB00627,Disease_C0020443
Compound_DB00443,Disease_C0039520
Compound_DB01234,Disease_C0405580
Compound_DB00620,Disease_C0024141
Compound_DB00741,Disease_C1384589
Compound_DB00959,Disease_C0011608
Compound_DB00443,Disease_C0015230
Compound_DB00741,Disease_C0011616
Compound_DB00860,Disease_C0019829
Compound_DB00620,Disease_C0010346
Compound_DB00586,Disease_C0030193
Compound_DB00788,Disease_C0003862
Compound_DB06366,Disease_C1960398
Compound_DB00741,Disease_C0001144
Compound_DB01234,Disease_C0854211
Compound_DB00997,Disease_C0149925
Compound_DB00860,Disease_C0701163
Compound_DB01129,Disease_C0013295
Compound_DB06168,Disease_C0031069
Compound_DB00675,Disease_C1134719
Compound_DB01281,Disease_C3495559
Compound_DB00620,Disease_C0004096
Compound_DB00635,Disease_C0002880
Compound_DB00742,Disease_C0013604
Compound_DB00321,Disease_C0011581
Compound_DB00627,Disease_C0020557
Compound_DB00860,Disease_C0035439
Compound_DB00959,Disease_C0019829
Compound_DB00788,Disease_C0003873
Compound_DB01281,Disease_C0003873
Compound_DB00741,Disease_C2607914
Compound_DB01050,Disease_C0003873
Compound_DB00860,Disease_C0022081
Compound_DB01204,Disease_C0751967
Compound_DB01234,Disease_C0406317
Compound_DB09213,Disease_C0030193
Compound_DB00620,Disease_C0023052
Compound_DB00443,Disease_C0041321
Compound_DB09104,Disease_C0017168
Compound_DB00443,Disease_C0001403
Compound_DB00291,Disease_C0024301
Compound_DB00324,Disease_C0035854
Compound_DB00741,Disease_C0004096
Compound_DB00741,Disease_C0015397
Compound_DB00443,Disease_C0023052
Compound_DB00591,Disease_C0406317
Compound_DB01234,Disease_C0015230
Compound_DB00443,Disease_C0014742
Compound_DB01380,Disease_C0024305
Compound_DB03904,Disease_C0040262
Compound_DB00443,Disease_C0019829
Compound_DB01169,Disease_C0023479
Compound_DB11569,Disease_C0406317
Compound_DB00640,Disease_C0030590
Compound_DB00959,Disease_C0005138
Compound_DB00682,Disease_C0040053
Compound_DB00586,Disease_C0013390
Compound_DB01285,Disease_C0038325
Compound_DB00620,Disease_C0038363
Compound_DB00860,Disease_C0001403
Compound_DB00959,Disease_C0010346
Compound_DB00620,Disease_C0040896
Compound_DB01009,Disease_C0003873
Compound_DB04897,Disease_C0035220
Compound_DB00997,Disease_C0027819
Compound_DB01380,Disease_C0038363
Compound_DB01380,Disease_C0011616
Compound_DB09104,Disease_C0018834
Compound_DB00860,Disease_C0011606
Compound_DB00627,Disease_C0342882
Compound_DB01088,Disease_C2973725
Compound_DB01234,Disease_C0026857
Compound_DB00741,Disease_C0011615
Compound_DB03904,Disease_C0423775
Compound_DB00324,Disease_C0022073
Compound_DB06412,Disease_C1260899
Compound_DB02659,Disease_C0009806
Compound_DB00741,Disease_C0405580
Compound_DB00741,Disease_C0854211
Compound_DB00620,Disease_C0027726
Compound_DB00741,Disease_C0039503
Compound_DB00635,Disease_C0026948
Compound_DB00635,Disease_C0001403
Compound_DB00682,Disease_C0007780
Compound_DB00741,Disease_C0033246
Compound_DB00338,Disease_C0038358
Compound_DB00860,Disease_C0029077
Compound_DB00635,Disease_C0024141
Compound_DB00158,Disease_C0151482
Compound_DB06415,Disease_C0035220
Compound_DB00860,Disease_C0021390
Compound_DB01380,Disease_C0035439
Compound_DB09154,Disease_C1260880
Compound_DB06439,Disease_C0035220
Compound_DB00959,Disease_C0024305
Compound_DB00997,Disease_C0278498
Compound_DB00394,Disease_C0035460
Compound_DB00324,Disease_C0042164
Compound_DB00959,Disease_C0026857
Compound_DB01380,Disease_C0406317
Compound_DB00860,Disease_C0011615
Compound_DB01041,Disease_C0343467
Compound_DB00741,Disease_C0079773
Compound_DB00959,Disease_C0011606
Compound_DB00945,Disease_C0003873
Compound_DB00997,Disease_C0007115
Compound_DB06720,Disease_C0017205
Compound_DB01380,Disease_C0151467
Compound_DB01234,Disease_C0036830
Compound_DB06285,Disease_C0029458
Compound_DB01234,Disease_C0022073
Compound_DB00741,Disease_C0002994
Compound_DB00951,Disease_C0275959
Compound_DB00368,Disease_C0006277
Compound_DB00959,Disease_C0033775
Compound_DB00959,Disease_C0018621
Compound_DB03904,Disease_C0036508
Compound_DB00394,Disease_C0035455
Compound_DB00158,Disease_C0162316
Compound_DB00250,Disease_C0001144
Compound_DB00741,Disease_C0019112
Compound_DB00368,Disease_C0347950
Compound_DB00583,Disease_C1142132
Compound_DB09481,Disease_C0030920
Compound_DB01129,Disease_C0030920
Compound_DB01204,Disease_C0936223
Compound_DB00959,Disease_C0023449
Compound_DB00741,Disease_C0009766
Compound_DB00742,Disease_C0006114
Compound_DB00608,Disease_C0024141
Compound_DB04572,Disease_C0024305
Compound_DB09113,Disease_C0035220
Compound_DB00741,Disease_C0701163
Compound_DB00860,Disease_C0004031
Compound_DB00860,Disease_C1260899
Compound_DB09481,Disease_C0009806
Compound_DB00741,Disease_C0022073
Compound_DB00338,Disease_C0014869
Compound_DB01285,Disease_C0581392
Compound_DB08904,Disease_C0003872
Compound_DB00514,Disease_C0015967
Compound_DB00668,Disease_C0006267
Compound_DB09481,Disease_C0017168
Compound_DB00608,Disease_C0024537
Compound_DB00741,Disease_C0019829
Compound_DB01234,Disease_C0006444
Compound_DB00959,Disease_C0030807
Compound_DB00620,Disease_C1260899
Compound_DB00860,Disease_C0038218
Compound_DB06151,Disease_C0006277
Compound_DB00959,Disease_C0024301
Compound_DB06674,Disease_C0009324
Compound_DB00959,Disease_C0002875
Compound_DB00443,Disease_C0151467
Compound_DB00635,Disease_C0010346
Compound_DB01234,Disease_C0079773
Compound_DB00443,Disease_C0038218
Compound_DB09046,Disease_C0221032
Compound_DB00253,Disease_C0009766
Compound_DB00860,Disease_C0085074
Compound_DB00741,Disease_C0006444
Compound_DB00860,Disease_C0009766
Compound_DB00620,Disease_C0001403
Compound_DB00860,Disease_C2607914
Compound_DB00443,Disease_C0085074
Compound_DB00443,Disease_C0039103
Compound_DB00620,Disease_C0003873
Compound_DB00443,Disease_C0040252
Compound_DB00635,Disease_C0024305
Compound_DB01234,Disease_C0011616
Compound_DB01380,Disease_C0006444
Compound_DB06412,Disease_C0178416
Compound_DB00635,Disease_C0011616
Compound_DB00860,Disease_C0011608
Compound_DB06774,Disease_C0027796
Compound_DB00620,Disease_C0039503
Compound_DB06151,Disease_C0006267
Compound_DB00244,Disease_C2937222
Compound_DB00860,Disease_C0079773
Compound_DB00620,Disease_C0039483
Compound_DB00860,Disease_C0010043
Compound_DB00620,Disease_C0002994
Compound_DB00741,Disease_C0036830
Compound_DB00860,Disease_C0004364
Compound_DB01234,Disease_C0038013
Compound_DB00959,Disease_C0003868
Compound_DB00635,Disease_C0024301
Compound_DB01234,Disease_C0149922
Compound_DB00668,Disease_C0034067
Compound_DB00620,Disease_C0405580
Compound_DB00620,Disease_C0002875
Compound_DB01129,Disease_C0221013
Compound_DB01380,Disease_C0149922
Compound_DB00338,Disease_C0030920
Compound_DB00860,Disease_C0037274
Compound_DB00741,Disease_C0040896
Compound_DB00441,Disease_C1140680
Compound_DB09263,Disease_C0020461
Compound_DB00443,Disease_C0003868
Compound_DB00635,Disease_C0023052
Compound_DB00788,Disease_C0030193
Compound_DB06774,Disease_C0857177
Compound_DB00959,Disease_C0038013
Compound_DB01174,Disease_C0014549
Compound_DB00997,Disease_C0276535
Compound_DB00860,Disease_C0042164
Compound_DB08885,Disease_C0730285
Compound_DB00860,Disease_C0024305
Compound_DB00635,Disease_C0023449
Compound_DB01009,Disease_C0030193
Compound_DB00860,Disease_C0026857
Compound_DB00620,Disease_C0002171
Compound_DB00668,Disease_C0043144
Compound_DB00586,Disease_C0029408
Compound_DB08804,Disease_C1561828
Compound_DB01234,Disease_C0026764
Compound_DB00253,Disease_C0022081
Compound_DB01234,Disease_C0003873
Compound_DB00620,Disease_C0003872
Compound_DB01380,Disease_C2894027
Compound_DB01234,Disease_C0014742
Compound_DB00620,Disease_C0015397
Compound_DB01380,Disease_C0021390
Compound_DB00620,Disease_C0021390
Compound_DB01380,Disease_C1761609
Compound_DB00741,Disease_C0015230
Compound_DB01380,Disease_C0001403
Compound_DB00253,Disease_C0010043
Compound_DB00324,Disease_C0022081
Compound_DB01050,Disease_C0029408
Compound_DB00443,Disease_C0037274
Compound_DB01380,Disease_C0011608
Compound_DB00635,Disease_C0035439
Compound_DB01395,Disease_C0520676
Compound_DB00635,Disease_C0040147
Compound_DB01234,Disease_C0042164
Compound_DB00620,Disease_C0026769
Compound_DB00514,Disease_C0035460
Compound_DB00620,Disease_C0036830
Compound_DB00653,Disease_C0009806
Compound_DB00620,Disease_C0039520
Compound_DB00741,Disease_C0406317
Compound_DB00741,Disease_C0035854
Compound_DB00717,Disease_C0025323
Compound_DB00368,Disease_C0030567
Compound_DB00443,Disease_C0023449
Compound_DB01380,Disease_C0009324
Compound_DB00338,Disease_C0013295
Compound_DB00959,Disease_C0242459
Compound_DB00860,Disease_C0406486
Compound_DB01234,Disease_C0039520
Compound_DB00741,Disease_C0022568
Compound_DB00443,Disease_C0024138
Compound_DB00635,Disease_C0003873
Compound_DB00443,Disease_C0005138
Compound_DB00110,Disease_C0035235
Compound_DB01174,Disease_C0238111
Compound_DB00291,Disease_C0023434
Compound_DB00443,Disease_C0004364
Compound_DB00620,Disease_C0005138
Compound_DB00860,Disease_C0024138
Compound_DB01181,Disease_C1336708
Compound_DB00717,Disease_C0025874
Compound_DB01033,Disease_C0023487
Compound_DB00394,Disease_C0004096
Compound_DB00860,Disease_C0034069
Compound_DB09213,Disease_C0003873
Compound_DB09303,Disease_C0020443
Compound_DB00959,Disease_C2894027
Compound_DB06186,Disease_C0860594
Compound_DB00627,Disease_C1510471
Compound_DB01380,Disease_C0405580
Compound_DB01380,Disease_C0036508
Compound_DB00860,Disease_C0036202
Compound_DB00860,Disease_C0036830
Compound_DB01234,Disease_C0001403
Compound_DB00741,Disease_C0023449
Compound_DB09104,Disease_C0030920
Compound_DB00635,Disease_C0002994
Compound_DB00945,Disease_C0009443
Compound_DB00741,Disease_C0024138
Compound_DB01380,Disease_C0149911
Compound_DB00860,Disease_C0024141
Compound_DB00959,Disease_C0406326
Compound_DB00959,Disease_C1761609
Compound_DB00741,Disease_C0040252
Compound_DB09407,Disease_C0151723
Compound_DB09481,Disease_C0013395
Compound_DB09302,Disease_C0020443
Compound_DB00860,Disease_C0001627
Compound_DB00741,Disease_C0038013
Compound_DB00620,Disease_C0019829
Compound_DB00514,Disease_C0392171
Compound_DB01234,Disease_C0011608
Compound_DB09449,Disease_C0009806
Compound_DB01380,Disease_C2607914
Compound_DB09213,Disease_C0029408
Compound_DB06412,Disease_C0002874
Compound_DB00741,Disease_C0021390
Compound_DB00860,Disease_C1527336
Compound_DB00635,Disease_C0405580
Compound_DB00636,Disease_C0020473
Compound_DB00443,Disease_C0024301
Compound_DB01234,Disease_C0033775
Compound_DB00441,Disease_C0281361
Compound_DB00860,Disease_C0010930
Compound_DB00788,Disease_C0038013
Compound_DB00443,Disease_C0004096
Compound_DB00860,Disease_C0033860
Compound_DB06674,Disease_C0003872
Compound_DB06168,Disease_C0342731
Compound_DB00443,Disease_C0015397
Compound_DB00997,Disease_C0242379
Compound_DB00860,Disease_C0024301
Compound_DB09037,Disease_C0007131
Compound_DB00741,Disease_C0003873
Compound_DB00959,Disease_C0079773
Compound_DB00997,Disease_C0024305
Compound_DB00514,Disease_C0010200
Compound_DB00959,Disease_C0014742
Compound_DB00860,Disease_C0011616
Compound_DB01234,Disease_C0026948
Compound_DB00434,Disease_C0033774
Compound_DB00860,Disease_C0005138
Compound_DB00959,Disease_C1260899
Compound_DB00620,Disease_C0029077
Compound_DB00742,Disease_C0033845
Compound_DB00635,Disease_C0036202
Compound_DB00860,Disease_C0006114
Compound_DB00741,Disease_C0005138
Compound_DB00443,Disease_C0026857
Compound_DB00635,Disease_C0040896
Compound_DB01234,Disease_C0003868
Compound_DB00443,Disease_C0040147
Compound_DB09072,Disease_C0751362
Compound_DB00741,Disease_C0022081
Compound_DB00635,Disease_C0014742
Compound_DB01234,Disease_C0002994
Compound_DB09568,Disease_C0020557
Compound_DB00860,Disease_C0010346
Compound_DB01380,Disease_C0004096
Compound_DB04572,Disease_C1140680
Compound_DB00443,Disease_C0040896
Compound_DB00620,Disease_C0085074
Compound_DB00776,Disease_C0014547
Compound_DB00741,Disease_C0024305
Compound_DB00620,Disease_C0040147
Compound_DB09036,Disease_C0017531
Compound_DB01039,Disease_C0020473
Compound_DB00443,Disease_C0036508
Compound_DB00295,Disease_C2215257
Compound_DB00441,Disease_C0007131
Compound_DB00741,Disease_C0006114
Compound_DB05336,Disease_C0155866
Compound_DB00717,Disease_C0271578
Compound_DB00945,Disease_C0003862
Compound_DB00443,Disease_C0021390
Compound_DB00958,Disease_C1140680
Compound_DB00860,Disease_C0006444
Compound_DB01234,Disease_C0026769
Compound_DB00997,Disease_C0023449
Compound_DB04574,Disease_C0221392
Compound_DB00432,Disease_C0019357
Compound_DB00860,Disease_C0002390
Compound_DB00443,Disease_C1384589
Compound_DB01592,Disease_C0162316
Compound_DB00620,Disease_C0242459
Compound_DB01262,Disease_C0023467
Compound_DB00714,Disease_C0030567
Compound_DB00959,Disease_C0041321
Compound_DB01380,Disease_C0002880
Compound_DB01380,Disease_C0009766
Compound_DB09043,Disease_C0011860
Compound_DB01101,Disease_C0278488
Compound_DB00860,Disease_C0039520
Compound_DB09037,Disease_C0860594
Compound_DB09213,Disease_C0393735
Compound_DB09559,Disease_C0007131
Compound_DB00860,Disease_C0015397
Compound_DB00860,Disease_C0036508
Compound_DB01380,Disease_C0033775
Compound_DB09449,Disease_C0085682
Compound_DB01380,Disease_C0001627
Compound_DB00959,Disease_C0006114
Compound_DB00291,Disease_C0019829
Compound_DB09104,Disease_C0013395
Compound_DB00443,Disease_C0039503
Compound_DB00088,Disease_C1961835
Compound_DB09154,Disease_C0010200
Compound_DB00635,Disease_C0005138
Compound_DB00620,Disease_C0037274
Compound_DB00860,Disease_C0035854
Compound_DB09462,Disease_C0009806
Compound_DB00053,Disease_C0017205
Compound_DB00620,Disease_C0149922
Compound_DB00945,Disease_C0392171
Compound_DB01592,Disease_C0151482
Compound_DB01086,Disease_C0040252
Compound_DB02659,Disease_C0238052
Compound_DB00945,Disease_C0029408
Compound_DB00443,Disease_C2894027
Compound_DB00959,Disease_C0002994
Compound_DB01380,Disease_C0854211
Compound_DB01586,Disease_C0008350
