,source,relation,target
3141,Compound::DB01068,has_side_effect,Disease::C0042024
3142,Compound::DB01068,has_side_effect,Disease::C0042029
3143,Compound::DB01068,has_side_effect,Disease::C0042109
3144,Compound::DB01068,has_side_effect,Disease::C0042571
3145,Compound::DB01068,has_side_effect,Disease::C0042963
3146,Compound::DB01068,has_side_effect,Disease::C0080274
3147,Compound::DB01068,has_side_effect,Disease::C0003862
3148,Compound::DB01068,has_side_effect,Disease::C0039503
3149,Compound::DB01068,has_side_effect,Disease::C0028734
3150,Compound::DB01068,has_side_effect,Disease::C0013428
3151,Compound::DB01068,has_side_effect,Disease::C0231528
3152,Compound::DB00191,has_side_effect,Disease::C0002962
3153,Compound::DB00191,has_side_effect,Disease::C0003467
3154,Compound::DB00191,has_side_effect,Disease::C0009806
3155,Compound::DB00191,has_side_effect,Disease::C0013395
3156,Compound::DB00191,has_side_effect,Disease::C0015230
3157,Compound::DB00191,has_side_effect,Disease::C0018790
3158,Compound::DB00191,has_side_effect,Disease::C0018802
3159,Compound::DB00191,has_side_effect,Disease::C1961112
3160,Compound::DB00191,has_side_effect,Disease::C0020538
3161,Compound::DB00191,has_side_effect,Disease::C0020542
3162,Compound::DB00191,has_side_effect,Disease::C0242350
3163,Compound::DB00191,has_side_effect,Disease::C0021603
3164,Compound::DB00191,has_side_effect,Disease::C0917801
3165,Compound::DB00191,has_side_effect,Disease::C0027051
3166,Compound::DB00191,has_side_effect,Disease::C0027497
3167,Compound::DB00191,has_side_effect,Disease::C0033975
3168,Compound::DB00191,has_side_effect,Disease::C0036337
3169,Compound::DB00191,has_side_effect,Disease::C0042109
3170,Compound::DB00191,has_side_effect,Disease::C0042963
3171,Compound::DB00191,has_side_effect,Disease::C0038454
3172,Compound::DB00191,has_side_effect,Disease::C0948089
3173,Compound::DB00186,has_side_effect,Disease::C0002170
3174,Compound::DB00186,has_side_effect,Disease::C4083212
3175,Compound::DB00186,has_side_effect,Disease::C0015371
3176,Compound::DB00186,has_side_effect,Disease::C0005586
3177,Compound::DB00186,has_side_effect,Disease::C0005587
3178,Compound::DB00186,has_side_effect,Disease::C0009806
3179,Compound::DB00186,has_side_effect,Disease::C0010692
3180,Compound::DB00186,has_side_effect,Disease::C0015230
3181,Compound::DB00186,has_side_effect,Disease::C0018790
3182,Compound::DB00186,has_side_effect,Disease::C0020538
3183,Compound::DB00186,has_side_effect,Disease::C0020542
3184,Compound::DB00186,has_side_effect,Disease::C0020649
3185,Compound::DB00186,has_side_effect,Disease::C0242350
3186,Compound::DB00186,has_side_effect,Disease::C0027497
3187,Compound::DB00186,has_side_effect,Disease::C0029408
3188,Compound::DB00186,has_side_effect,Disease::C0030193
3189,Compound::DB00186,has_side_effect,Disease::C0033975
3190,Compound::DB00186,has_side_effect,Disease::C0036337
3191,Compound::DB00186,has_side_effect,Disease::C0235063
3192,Compound::DB00186,has_side_effect,Disease::C0494475
3193,Compound::DB00186,has_side_effect,Disease::C0040034
3194,Compound::DB00186,has_side_effect,Disease::C0042024
3195,Compound::DB00186,has_side_effect,Disease::C0042571
3196,Compound::DB00186,has_side_effect,Disease::C0042963
3197,Compound::DB00186,has_side_effect,Disease::C0004245
3198,Compound::DB01195,has_side_effect,Disease::C0002170
3199,Compound::DB01195,has_side_effect,Disease::C4083212
3200,Compound::DB01195,has_side_effect,Disease::C0002962
3201,Compound::DB01195,has_side_effect,Disease::C0003467
3202,Compound::DB01195,has_side_effect,Disease::C0006266
3203,Compound::DB01195,has_side_effect,Disease::C0009806
3204,Compound::DB01195,has_side_effect,Disease::C0010200
3205,Compound::DB01195,has_side_effect,Disease::C0013395
3206,Compound::DB01195,has_side_effect,Disease::C0015230
3207,Compound::DB01195,has_side_effect,Disease::C0018790
3208,Compound::DB01195,has_side_effect,Disease::C0020538
3209,Compound::DB01195,has_side_effect,Disease::C0020649
3210,Compound::DB01195,has_side_effect,Disease::C0242350
3211,Compound::DB01195,has_side_effect,Disease::C0021603
3212,Compound::DB01195,has_side_effect,Disease::C0917801
3213,Compound::DB01195,has_side_effect,Disease::C0027497
3214,Compound::DB01195,has_side_effect,Disease::C0030193
3215,Compound::DB01195,has_side_effect,Disease::C0032285
3216,Compound::DB01195,has_side_effect,Disease::C0033774
3217,Compound::DB01195,has_side_effect,Disease::C0034069
3218,Compound::DB01195,has_side_effect,Disease::C0270846
3219,Compound::DB01195,has_side_effect,Disease::C0494475
3220,Compound::DB01195,has_side_effect,Disease::C0020683
3221,Compound::DB01195,has_side_effect,Disease::C0040034
3222,Compound::DB01195,has_side_effect,Disease::C0042109
3223,Compound::DB01195,has_side_effect,Disease::C0042510
3224,Compound::DB01195,has_side_effect,Disease::C0042571
3225,Compound::DB01195,has_side_effect,Disease::C0042963
3226,Compound::DB01195,has_side_effect,Disease::C0080274
3227,Compound::DB01195,has_side_effect,Disease::C0030590
3228,Compound::DB01195,has_side_effect,Disease::C0003862
3229,Compound::DB01195,has_side_effect,Disease::C0013428
3230,Compound::DB01195,has_side_effect,Disease::C0004245
3231,Compound::DB01195,has_side_effect,Disease::C0231528
3232,Compound::DB00915,has_side_effect,Disease::C0002170
3233,Compound::DB00915,has_side_effect,Disease::C4083212
3234,Compound::DB00915,has_side_effect,Disease::C0002792
3235,Compound::DB00915,has_side_effect,Disease::C0003467
3236,Compound::DB00915,has_side_effect,Disease::C0005586
3237,Compound::DB00915,has_side_effect,Disease::C0005587
3238,Compound::DB00915,has_side_effect,Disease::C0009806
3239,Compound::DB00915,has_side_effect,Disease::C0013395
3240,Compound::DB00915,has_side_effect,Disease::C0013595
3241,Compound::DB00915,has_side_effect,Disease::C0015230
3242,Compound::DB00915,has_side_effect,Disease::C0018790
3243,Compound::DB00915,has_side_effect,Disease::C0018802
3244,Compound::DB00915,has_side_effect,Disease::C1961112
3245,Compound::DB00915,has_side_effect,Disease::C0020538
3246,Compound::DB00915,has_side_effect,Disease::C0020649
3247,Compound::DB00915,has_side_effect,Disease::C0020651
3248,Compound::DB00915,has_side_effect,Disease::C0021603
3249,Compound::DB00915,has_side_effect,Disease::C0917801
3250,Compound::DB00915,has_side_effect,Disease::C0022568
3251,Compound::DB00915,has_side_effect,Disease::C0027497
3252,Compound::DB00915,has_side_effect,Disease::C0029408
3253,Compound::DB00915,has_side_effect,Disease::C0033774
3254,Compound::DB00915,has_side_effect,Disease::C0033975
3255,Compound::DB00915,has_side_effect,Disease::C0036337
3256,Compound::DB00915,has_side_effect,Disease::C0270846
3257,Compound::DB00915,has_side_effect,Disease::C0494475
3258,Compound::DB00915,has_side_effect,Disease::C0042024
3259,Compound::DB00915,has_side_effect,Disease::C0042963
3260,Compound::DB00915,has_side_effect,Disease::C0026961
3261,Compound::DB00915,has_side_effect,Disease::C0080274
3262,Compound::DB01009,has_side_effect,Disease::C0002170
3263,Compound::DB01009,has_side_effect,Disease::C4083212
3264,Compound::DB01009,has_side_effect,Disease::C0002792
3265,Compound::DB01009,has_side_effect,Disease::C0002994
3266,Compound::DB01009,has_side_effect,Disease::C0003467
3267,Compound::DB01009,has_side_effect,Disease::C0004096
3268,Compound::DB01009,has_side_effect,Disease::C0006266
3269,Compound::DB01009,has_side_effect,Disease::C0009806
3270,Compound::DB01009,has_side_effect,Disease::C0010346
3271,Compound::DB01009,has_side_effect,Disease::C0011849
3272,Compound::DB01009,has_side_effect,Disease::C0013395
3273,Compound::DB01009,has_side_effect,Disease::C0013595
3274,Compound::DB01009,has_side_effect,Disease::C0014742
3275,Compound::DB01009,has_side_effect,Disease::C0015230
3276,Compound::DB01009,has_side_effect,Disease::C0018802
3277,Compound::DB01009,has_side_effect,Disease::C1961112
3278,Compound::DB01009,has_side_effect,Disease::C0020538
3279,Compound::DB01009,has_side_effect,Disease::C0242350
3280,Compound::DB01009,has_side_effect,Disease::C0021603
3281,Compound::DB01009,has_side_effect,Disease::C0917801
3282,Compound::DB01009,has_side_effect,Disease::C0149931
3283,Compound::DB01009,has_side_effect,Disease::C0027051
3284,Compound::DB01009,has_side_effect,Disease::C0027497
3285,Compound::DB01009,has_side_effect,Disease::C0027726
3286,Compound::DB01009,has_side_effect,Disease::C0030920
3287,Compound::DB01009,has_side_effect,Disease::C0031350
3288,Compound::DB01009,has_side_effect,Disease::C0242429
3289,Compound::DB01009,has_side_effect,Disease::C0033774
3290,Compound::DB01009,has_side_effect,Disease::C0035455
3291,Compound::DB01009,has_side_effect,Disease::C0270846
3292,Compound::DB01009,has_side_effect,Disease::C0494475
3293,Compound::DB01009,has_side_effect,Disease::C0020683
3294,Compound::DB01009,has_side_effect,Disease::C1527336
3295,Compound::DB01009,has_side_effect,Disease::C0038325
3296,Compound::DB01009,has_side_effect,Disease::C0040034
3297,Compound::DB01009,has_side_effect,Disease::C0042109
3298,Compound::DB01009,has_side_effect,Disease::C0042571
3299,Compound::DB01009,has_side_effect,Disease::C0042963
3300,Compound::DB01009,has_side_effect,Disease::C0948089
3301,Compound::DB01009,has_side_effect,Disease::C0231528
3302,Compound::DB00397,has_side_effect,Disease::C0003467
3303,Compound::DB00397,has_side_effect,Disease::C0009806
3304,Compound::DB00397,has_side_effect,Disease::C0015230
3305,Compound::DB00397,has_side_effect,Disease::C0020649
3306,Compound::DB00397,has_side_effect,Disease::C0021603
3307,Compound::DB00397,has_side_effect,Disease::C0917801
3308,Compound::DB00397,has_side_effect,Disease::C0027497
3309,Compound::DB00397,has_side_effect,Disease::C0033975
3310,Compound::DB00397,has_side_effect,Disease::C0036337
3311,Compound::DB00397,has_side_effect,Disease::C0235063
3312,Compound::DB00397,has_side_effect,Disease::C0042963
3313,Compound::DB00397,has_side_effect,Disease::C0080274
3314,Compound::DB00774,has_side_effect,Disease::C0009806
3315,Compound::DB00774,has_side_effect,Disease::C0015230
3316,Compound::DB00774,has_side_effect,Disease::C0020651
3317,Compound::DB00774,has_side_effect,Disease::C0027497
3318,Compound::DB00774,has_side_effect,Disease::C0040034
3319,Compound::DB00774,has_side_effect,Disease::C0042109
3320,Compound::DB00774,has_side_effect,Disease::C0042571
3321,Compound::DB00774,has_side_effect,Disease::C0042963
3322,Compound::DB00265,has_side_effect,Disease::C0015230
3323,Compound::DB00655,has_side_effect,Disease::C0002792
3324,Compound::DB00655,has_side_effect,Disease::C0002994
3325,Compound::DB00655,has_side_effect,Disease::C0003467
3326,Compound::DB00655,has_side_effect,Disease::C0004096
3327,Compound::DB00655,has_side_effect,Disease::C0678222
3328,Compound::DB00655,has_side_effect,Disease::C0700345
3329,Compound::DB00655,has_side_effect,Disease::C0497327
3330,Compound::DB00655,has_side_effect,Disease::C0014544
3331,Compound::DB00655,has_side_effect,Disease::C0014742
3332,Compound::DB00655,has_side_effect,Disease::C0015230
3333,Compound::DB00655,has_side_effect,Disease::C0016034
3334,Compound::DB00655,has_side_effect,Disease::C0025218
3335,Compound::DB00655,has_side_effect,Disease::C0025874
3336,Compound::DB00655,has_side_effect,Disease::C0149931
3337,Compound::DB00655,has_side_effect,Disease::C0027051
3338,Compound::DB00655,has_side_effect,Disease::C0027497
3339,Compound::DB00655,has_side_effect,Disease::C1140680
3340,Compound::DB00655,has_side_effect,Disease::C0030193
3341,Compound::DB00655,has_side_effect,Disease::C0033774
3342,Compound::DB00655,has_side_effect,Disease::C0034065
3343,Compound::DB00655,has_side_effect,Disease::C0524702
3344,Compound::DB00655,has_side_effect,Disease::C0042109
3345,Compound::DB00655,has_side_effect,Disease::C0042963
3346,Compound::DB00655,has_side_effect,Disease::C0476089
3347,Compound::DB00655,has_side_effect,Disease::C0003862
3348,Compound::DB00655,has_side_effect,Disease::C0038454
3349,Compound::DB00655,has_side_effect,Disease::C0948089
3350,Compound::DB00857,has_side_effect,Disease::C0002170
3351,Compound::DB00857,has_side_effect,Disease::C4083212
3352,Compound::DB00857,has_side_effect,Disease::C0002792
3353,Compound::DB00857,has_side_effect,Disease::C0002994
3354,Compound::DB00857,has_side_effect,Disease::C0003467
3355,Compound::DB00857,has_side_effect,Disease::C0003864
3356,Compound::DB00857,has_side_effect,Disease::C0010200
3357,Compound::DB00857,has_side_effect,Disease::C0013395
3358,Compound::DB00857,has_side_effect,Disease::C0013595
3359,Compound::DB00857,has_side_effect,Disease::C0014742
3360,Compound::DB00857,has_side_effect,Disease::C0015230
3361,Compound::DB00857,has_side_effect,Disease::C0021400
3362,Compound::DB00857,has_side_effect,Disease::C0024141
3363,Compound::DB00857,has_side_effect,Disease::C0027497
3364,Compound::DB00857,has_side_effect,Disease::C0030193
3365,Compound::DB00857,has_side_effect,Disease::C0033774
3366,Compound::DB00857,has_side_effect,Disease::C0033860
3367,Compound::DB00857,has_side_effect,Disease::C0036830
3368,Compound::DB00857,has_side_effect,Disease::C0038325
3369,Compound::DB00857,has_side_effect,Disease::C0040034
3370,Compound::DB00857,has_side_effect,Disease::C0040460
3371,Compound::DB00857,has_side_effect,Disease::C0042109
3372,Compound::DB00857,has_side_effect,Disease::C0042571
3373,Compound::DB00857,has_side_effect,Disease::C0042963
3374,Compound::DB00857,has_side_effect,Disease::C0003862
3375,Compound::DB00857,has_side_effect,Disease::C0231528
3376,Compound::DB00724,has_side_effect,Disease::C0002170
3377,Compound::DB00724,has_side_effect,Disease::C4083212
3378,Compound::DB00724,has_side_effect,Disease::C0002994
3379,Compound::DB00724,has_side_effect,Disease::C0003467
3380,Compound::DB00724,has_side_effect,Disease::C0003864
3381,Compound::DB00724,has_side_effect,Disease::C0004238
3382,Compound::DB00724,has_side_effect,Disease::C0235480
3383,Compound::DB00724,has_side_effect,Disease::C0004604
3384,Compound::DB00724,has_side_effect,Disease::C0006277
3385,Compound::DB00724,has_side_effect,Disease::C0700345
3386,Compound::DB00724,has_side_effect,Disease::C0007137
3387,Compound::DB00724,has_side_effect,Disease::C0010200
3388,Compound::DB00724,has_side_effect,Disease::C1384606
3389,Compound::DB00724,has_side_effect,Disease::C0013395
3390,Compound::DB00724,has_side_effect,Disease::C0013595
3391,Compound::DB00724,has_side_effect,Disease::C0014742
3392,Compound::DB00724,has_side_effect,Disease::C0015230
3393,Compound::DB00724,has_side_effect,Disease::C0016436
3394,Compound::DB00724,has_side_effect,Disease::C0018099
3395,Compound::DB00724,has_side_effect,Disease::C0018802
3396,Compound::DB00724,has_side_effect,Disease::C1961112
3397,Compound::DB00724,has_side_effect,Disease::C0019348
3398,Compound::DB00724,has_side_effect,Disease::C0019360
3399,Compound::DB00724,has_side_effect,Disease::C0020538
3400,Compound::DB00724,has_side_effect,Disease::C0242350
3401,Compound::DB00724,has_side_effect,Disease::C0021400
3402,Compound::DB00724,has_side_effect,Disease::C0021603
3403,Compound::DB00724,has_side_effect,Disease::C0917801
3404,Compound::DB00724,has_side_effect,Disease::C0024299
3405,Compound::DB00724,has_side_effect,Disease::C0024305
3406,Compound::DB00724,has_side_effect,Disease::C0149931
3407,Compound::DB00724,has_side_effect,Disease::C0026769
3408,Compound::DB00724,has_side_effect,Disease::C0027051
3409,Compound::DB00724,has_side_effect,Disease::C0027497
3410,Compound::DB00724,has_side_effect,Disease::C0030193
3411,Compound::DB00724,has_side_effect,Disease::C0030201
3412,Compound::DB00724,has_side_effect,Disease::C2215257
3413,Compound::DB00724,has_side_effect,Disease::C0031350
3414,Compound::DB00724,has_side_effect,Disease::C0242429
3415,Compound::DB00724,has_side_effect,Disease::C0033774
3416,Compound::DB00724,has_side_effect,Disease::C0033860
3417,Compound::DB00724,has_side_effect,Disease::C0035455
3418,Compound::DB00724,has_side_effect,Disease::C0270846
3419,Compound::DB00724,has_side_effect,Disease::C0494475
3420,Compound::DB00724,has_side_effect,Disease::C0020683
3421,Compound::DB00724,has_side_effect,Disease::C0037199
3422,Compound::DB00724,has_side_effect,Disease::C0037299
3423,Compound::DB00724,has_side_effect,Disease::C0038325
3424,Compound::DB00724,has_side_effect,Disease::C0039240
3425,Compound::DB00724,has_side_effect,Disease::C0040147
3426,Compound::DB00724,has_side_effect,Disease::C0042029
3427,Compound::DB00724,has_side_effect,Disease::C0042109
3428,Compound::DB00724,has_side_effect,Disease::C0042963
3429,Compound::DB00724,has_side_effect,Disease::C0043250
3430,Compound::DB00724,has_side_effect,Disease::C0080274
3431,Compound::DB00724,has_side_effect,Disease::C0162810
3432,Compound::DB00724,has_side_effect,Disease::C0003862
3433,Compound::DB00724,has_side_effect,Disease::C0038454
3434,Compound::DB00724,has_side_effect,Disease::C0013428
3435,Compound::DB00724,has_side_effect,Disease::C0948089
3436,Compound::DB00724,has_side_effect,Disease::C0231528
3437,Compound::DB00704,has_side_effect,Disease::C0002170
3438,Compound::DB00704,has_side_effect,Disease::C4083212
3439,Compound::DB00704,has_side_effect,Disease::C0002792
3440,Compound::DB00704,has_side_effect,Disease::C0002962
3441,Compound::DB00704,has_side_effect,Disease::C0002994
3442,Compound::DB00704,has_side_effect,Disease::C0003467
3443,Compound::DB00704,has_side_effect,Disease::C0003864
3444,Compound::DB00704,has_side_effect,Disease::C0004238
3445,Compound::DB00704,has_side_effect,Disease::C0235480
3446,Compound::DB00704,has_side_effect,Disease::C0004604
3447,Compound::DB00704,has_side_effect,Disease::C0006277
3448,Compound::DB00704,has_side_effect,Disease::C0008350
3449,Compound::DB00704,has_side_effect,Disease::C0009806
3450,Compound::DB00704,has_side_effect,Disease::C0010200
3451,Compound::DB00704,has_side_effect,Disease::C0015230
3452,Compound::DB00704,has_side_effect,Disease::C0019345
3453,Compound::DB00704,has_side_effect,Disease::C0020538
3454,Compound::DB00704,has_side_effect,Disease::C0021400
3455,Compound::DB00704,has_side_effect,Disease::C0021603
3456,Compound::DB00704,has_side_effect,Disease::C0917801
3457,Compound::DB00704,has_side_effect,Disease::C0149931
3458,Compound::DB00704,has_side_effect,Disease::C0027051
3459,Compound::DB00704,has_side_effect,Disease::C0027497
3460,Compound::DB00704,has_side_effect,Disease::C0028768
3461,Compound::DB00704,has_side_effect,Disease::C0030193
3462,Compound::DB00704,has_side_effect,Disease::C0031350
3463,Compound::DB00704,has_side_effect,Disease::C0242429
3464,Compound::DB00704,has_side_effect,Disease::C0032285
3465,Compound::DB00704,has_side_effect,Disease::C0033774
3466,Compound::DB00704,has_side_effect,Disease::C0033975
3467,Compound::DB00704,has_side_effect,Disease::C0036337
3468,Compound::DB00704,has_side_effect,Disease::C0034065
3469,Compound::DB00704,has_side_effect,Disease::C0524702
3470,Compound::DB00704,has_side_effect,Disease::C0242459
3471,Compound::DB00704,has_side_effect,Disease::C1527407
3472,Compound::DB00704,has_side_effect,Disease::C0270846
3473,Compound::DB00704,has_side_effect,Disease::C0494475
3474,Compound::DB00704,has_side_effect,Disease::C0020683
3475,Compound::DB00704,has_side_effect,Disease::C0037199
3476,Compound::DB00704,has_side_effect,Disease::C0037383
3477,Compound::DB00704,has_side_effect,Disease::C0040259
3478,Compound::DB00704,has_side_effect,Disease::C0040460
3479,Compound::DB00704,has_side_effect,Disease::C0042029
3480,Compound::DB00704,has_side_effect,Disease::C0042109
3481,Compound::DB00704,has_side_effect,Disease::C0042963
3482,Compound::DB00704,has_side_effect,Disease::C0030319
3483,Compound::DB00704,has_side_effect,Disease::C0003862
3484,Compound::DB00704,has_side_effect,Disease::C0149871
3485,Compound::DB00704,has_side_effect,Disease::C0024117
3486,Compound::DB00704,has_side_effect,Disease::C0948089
3487,Compound::DB00704,has_side_effect,Disease::C0231528
3488,Compound::DB00794,has_side_effect,Disease::C0015230
3489,Compound::DB00794,has_side_effect,Disease::C0024141
3490,Compound::DB00794,has_side_effect,Disease::C0027497
3491,Compound::DB00794,has_side_effect,Disease::C0033975
3492,Compound::DB00794,has_side_effect,Disease::C0036337
3493,Compound::DB00794,has_side_effect,Disease::C0042571
3494,Compound::DB00794,has_side_effect,Disease::C0042963
3495,Compound::DB00794,has_side_effect,Disease::C0003862
3496,Compound::DB00706,has_side_effect,Disease::C0002994
3497,Compound::DB00706,has_side_effect,Disease::C0003864
3498,Compound::DB00706,has_side_effect,Disease::C0004238
3499,Compound::DB00706,has_side_effect,Disease::C0235480
3500,Compound::DB00706,has_side_effect,Disease::C0004604
3501,Compound::DB00706,has_side_effect,Disease::C0009443
3502,Compound::DB00706,has_side_effect,Disease::C0009806
3503,Compound::DB00706,has_side_effect,Disease::C0010200
3504,Compound::DB00706,has_side_effect,Disease::C0013395
3505,Compound::DB00706,has_side_effect,Disease::C0014742
3506,Compound::DB00706,has_side_effect,Disease::C0015230
3507,Compound::DB00706,has_side_effect,Disease::C0020538
3508,Compound::DB00706,has_side_effect,Disease::C0020649
3509,Compound::DB00706,has_side_effect,Disease::C0020651
3510,Compound::DB00706,has_side_effect,Disease::C0242350
3511,Compound::DB00706,has_side_effect,Disease::C0021400
3512,Compound::DB00706,has_side_effect,Disease::C0021603
3513,Compound::DB00706,has_side_effect,Disease::C0917801
3514,Compound::DB00706,has_side_effect,Disease::C0027497
3515,Compound::DB00706,has_side_effect,Disease::C0030193
3516,Compound::DB00706,has_side_effect,Disease::C0031350
3517,Compound::DB00706,has_side_effect,Disease::C0242429
3518,Compound::DB00706,has_side_effect,Disease::C0033774
3519,Compound::DB00706,has_side_effect,Disease::C0035455
3520,Compound::DB00706,has_side_effect,Disease::C0020683
3521,Compound::DB00706,has_side_effect,Disease::C0037199
3522,Compound::DB00706,has_side_effect,Disease::C0038325
3523,Compound::DB00706,has_side_effect,Disease::C0042029
3524,Compound::DB00706,has_side_effect,Disease::C0042109
3525,Compound::DB00706,has_side_effect,Disease::C0042571
3526,Compound::DB00706,has_side_effect,Disease::C0042963
3527,Compound::DB00706,has_side_effect,Disease::C0043250
3528,Compound::DB00706,has_side_effect,Disease::C0003862
3529,Compound::DB00706,has_side_effect,Disease::C0013428
3530,Compound::DB00706,has_side_effect,Disease::C0231528
3531,Compound::DB01065,has_side_effect,Disease::C0002962
3532,Compound::DB01065,has_side_effect,Disease::C0002994
3533,Compound::DB01065,has_side_effect,Disease::C0003467
3534,Compound::DB01065,has_side_effect,Disease::C0003864
3535,Compound::DB01065,has_side_effect,Disease::C0004604
3536,Compound::DB01065,has_side_effect,Disease::C0013395
3537,Compound::DB01065,has_side_effect,Disease::C0013595
3538,Compound::DB01065,has_side_effect,Disease::C0015230
3539,Compound::DB01065,has_side_effect,Disease::C0019360
3540,Compound::DB01065,has_side_effect,Disease::C0020538
3541,Compound::DB01065,has_side_effect,Disease::C0917801
3542,Compound::DB01065,has_side_effect,Disease::C0149931
3543,Compound::DB01065,has_side_effect,Disease::C0027497
3544,Compound::DB01065,has_side_effect,Disease::C0030193
3545,Compound::DB01065,has_side_effect,Disease::C0033581
3546,Compound::DB01065,has_side_effect,Disease::C1720797
3547,Compound::DB01065,has_side_effect,Disease::C0033774
3548,Compound::DB01065,has_side_effect,Disease::C0033860
3549,Compound::DB01065,has_side_effect,Disease::C0035258
3550,Compound::DB01065,has_side_effect,Disease::C0020683
3551,Compound::DB01065,has_side_effect,Disease::C0040034
3552,Compound::DB01065,has_side_effect,Disease::C0042571
3553,Compound::DB01065,has_side_effect,Disease::C0042963
3554,Compound::DB01065,has_side_effect,Disease::C0003862
3555,Compound::DB01065,has_side_effect,Disease::C0028734
3556,Compound::DB06209,has_side_effect,Disease::C0002792
3557,Compound::DB06209,has_side_effect,Disease::C0002994
3558,Compound::DB06209,has_side_effect,Disease::C0004238
3559,Compound::DB06209,has_side_effect,Disease::C0235480
3560,Compound::DB06209,has_side_effect,Disease::C0004604
3561,Compound::DB06209,has_side_effect,Disease::C0010200
3562,Compound::DB06209,has_side_effect,Disease::C0015230
3563,Compound::DB06209,has_side_effect,Disease::C0020538
3564,Compound::DB06209,has_side_effect,Disease::C0020649
3565,Compound::DB06209,has_side_effect,Disease::C0027497
3566,Compound::DB06209,has_side_effect,Disease::C0040034
3567,Compound::DB06209,has_side_effect,Disease::C0038454
3568,Compound::DB00422,has_side_effect,Disease::C0002170
3569,Compound::DB00422,has_side_effect,Disease::C4083212
3570,Compound::DB00422,has_side_effect,Disease::C0002792
3571,Compound::DB00422,has_side_effect,Disease::C0002962
3572,Compound::DB00422,has_side_effect,Disease::C0002994
3573,Compound::DB00422,has_side_effect,Disease::C0003467
3574,Compound::DB00422,has_side_effect,Disease::C0004096
3575,Compound::DB00422,has_side_effect,Disease::C0004604
3576,Compound::DB00422,has_side_effect,Disease::C0005586
3577,Compound::DB00422,has_side_effect,Disease::C0005587
3578,Compound::DB00422,has_side_effect,Disease::C0006277
3579,Compound::DB00422,has_side_effect,Disease::C0007820
3580,Compound::DB00422,has_side_effect,Disease::C0596298
3581,Compound::DB00422,has_side_effect,Disease::C0009806
3582,Compound::DB00422,has_side_effect,Disease::C0010200
3583,Compound::DB00422,has_side_effect,Disease::C0011849
3584,Compound::DB00422,has_side_effect,Disease::C0013395
3585,Compound::DB00422,has_side_effect,Disease::C0013595
3586,Compound::DB00422,has_side_effect,Disease::C0014549
3587,Compound::DB00422,has_side_effect,Disease::C0014742
3588,Compound::DB00422,has_side_effect,Disease::C0015230
3589,Compound::DB00422,has_side_effect,Disease::C0040517
3590,Compound::DB00422,has_side_effect,Disease::C0017601
3591,Compound::DB00422,has_side_effect,Disease::C0018790
3592,Compound::DB00422,has_side_effect,Disease::C0020538
3593,Compound::DB00422,has_side_effect,Disease::C0242350
3594,Compound::DB00422,has_side_effect,Disease::C0021400
3595,Compound::DB00422,has_side_effect,Disease::C0021603
3596,Compound::DB00422,has_side_effect,Disease::C0917801
3597,Compound::DB00422,has_side_effect,Disease::C0149931
3598,Compound::DB00422,has_side_effect,Disease::C0026603
3599,Compound::DB00422,has_side_effect,Disease::C0027051
3600,Compound::DB00422,has_side_effect,Disease::C0027430
3601,Compound::DB00422,has_side_effect,Disease::C0027497
3602,Compound::DB00422,has_side_effect,Disease::C0028768
3603,Compound::DB00422,has_side_effect,Disease::C0030193
3604,Compound::DB00422,has_side_effect,Disease::C0031350
3605,Compound::DB00422,has_side_effect,Disease::C0242429
3606,Compound::DB00422,has_side_effect,Disease::C0032285
3607,Compound::DB00422,has_side_effect,Disease::C0033774
3608,Compound::DB00422,has_side_effect,Disease::C0033860
3609,Compound::DB00422,has_side_effect,Disease::C0033975
3610,Compound::DB00422,has_side_effect,Disease::C0036337
3611,Compound::DB00422,has_side_effect,Disease::C0035455
3612,Compound::DB00422,has_side_effect,Disease::C0270846
3613,Compound::DB00422,has_side_effect,Disease::C0494475
3614,Compound::DB00422,has_side_effect,Disease::C0036830
3615,Compound::DB00422,has_side_effect,Disease::C0020683
3616,Compound::DB00422,has_side_effect,Disease::C0037199
3617,Compound::DB00422,has_side_effect,Disease::C0038325
3618,Compound::DB00422,has_side_effect,Disease::C0039240
3619,Compound::DB00422,has_side_effect,Disease::C0040034
3620,Compound::DB00422,has_side_effect,Disease::C0040460
3621,Compound::DB00422,has_side_effect,Disease::C0042109
3622,Compound::DB00422,has_side_effect,Disease::C0042571
3623,Compound::DB00422,has_side_effect,Disease::C0042963
3624,Compound::DB00422,has_side_effect,Disease::C0043250
3625,Compound::DB00422,has_side_effect,Disease::C0026961
3626,Compound::DB00422,has_side_effect,Disease::C0030319
3627,Compound::DB00422,has_side_effect,Disease::C0003862
3628,Compound::DB00422,has_side_effect,Disease::C0033893
3629,Compound::DB00422,has_side_effect,Disease::C0151636
3630,Compound::DB00422,has_side_effect,Disease::C0038454
3631,Compound::DB00422,has_side_effect,Disease::C0948089
3632,Compound::DB00422,has_side_effect,Disease::C0231528
3633,Compound::DB04845,has_side_effect,Disease::C0002170
3634,Compound::DB04845,has_side_effect,Disease::C4083212
3635,Compound::DB04845,has_side_effect,Disease::C0002962
3636,Compound::DB04845,has_side_effect,Disease::C0009806
3637,Compound::DB04845,has_side_effect,Disease::C0010200
3638,Compound::DB04845,has_side_effect,Disease::C0013922
3639,Compound::DB04845,has_side_effect,Disease::C0014356
