,Unnamed: 0,source,relation,target
1282,1282,Compound::DB00507,has_approved_interaction,Disease::C0017536
1283,1283,Compound::DB00911,has_approved_interaction,Disease::C0017536
1284,1284,Compound::DB00916,has_approved_interaction,Disease::C0017536
1285,1285,Compound::DB01103,has_approved_interaction,Disease::C0017536
1286,1286,Compound::DB00620,has_approved_interaction,Disease::C0017563
1287,1287,Compound::DB00741,has_approved_interaction,Disease::C0017563
1288,1288,Compound::DB01380,has_approved_interaction,Disease::C0017563
1289,1289,Compound::DB00878,has_approved_interaction,Disease::C0017574
1290,1290,Compound::DB09353,has_approved_interaction,Disease::C0017575
1291,1291,Compound::DB01057,has_approved_interaction,Disease::C0017601
1292,1292,Compound::DB08808,has_approved_interaction,Disease::C0017601
1293,1293,Compound::DB00703,has_approved_interaction,Disease::C0017605
1294,1294,Compound::DB00819,has_approved_interaction,Disease::C0017605
1295,1295,Compound::DB01144,has_approved_interaction,Disease::C0017605
1296,1296,Compound::DB00133,has_approved_interaction,Disease::C0017612
1297,1297,Compound::DB00195,has_approved_interaction,Disease::C0017612
1298,1298,Compound::DB00287,has_approved_interaction,Disease::C0017612
1299,1299,Compound::DB00373,has_approved_interaction,Disease::C0017612
1300,1300,Compound::DB00411,has_approved_interaction,Disease::C0017612
1301,1301,Compound::DB00449,has_approved_interaction,Disease::C0017612
1302,1302,Compound::DB00484,has_approved_interaction,Disease::C0017612
1303,1303,Compound::DB00521,has_approved_interaction,Disease::C0017612
1304,1304,Compound::DB00575,has_approved_interaction,Disease::C0017612
1305,1305,Compound::DB00654,has_approved_interaction,Disease::C0017612
1306,1306,Compound::DB00668,has_approved_interaction,Disease::C0017612
1307,1307,Compound::DB00703,has_approved_interaction,Disease::C0017612
1308,1308,Compound::DB00819,has_approved_interaction,Disease::C0017612
1309,1309,Compound::DB00869,has_approved_interaction,Disease::C0017612
1310,1310,Compound::DB00905,has_approved_interaction,Disease::C0017612
1311,1311,Compound::DB00964,has_approved_interaction,Disease::C0017612
1312,1312,Compound::DB00981,has_approved_interaction,Disease::C0017612
1313,1313,Compound::DB01057,has_approved_interaction,Disease::C0017612
1314,1314,Compound::DB01085,has_approved_interaction,Disease::C0017612
1315,1315,Compound::DB01144,has_approved_interaction,Disease::C0017612
1316,1316,Compound::DB01194,has_approved_interaction,Disease::C0017612
1317,1317,Compound::DB01210,has_approved_interaction,Disease::C0017612
1318,1318,Compound::DB01214,has_approved_interaction,Disease::C0017612
1319,1319,Compound::DB01229,has_approved_interaction,Disease::C0017612
1320,1320,Compound::DB06826,has_approved_interaction,Disease::C0017612
1321,1321,Compound::DB08819,has_approved_interaction,Disease::C0017612
1322,1322,Compound::DB09351,has_approved_interaction,Disease::C0017612
1323,1323,Compound::DB00279,has_approved_interaction,Disease::C0018021
1324,1324,Compound::DB00451,has_approved_interaction,Disease::C0018021
1325,1325,Compound::DB00279,has_approved_interaction,Disease::C0018022
1326,1326,Compound::DB00199,has_approved_interaction,Disease::C0018081
1327,1327,Compound::DB00254,has_approved_interaction,Disease::C0018081
1328,1328,Compound::DB00319,has_approved_interaction,Disease::C0018081
1329,1329,Compound::DB00415,has_approved_interaction,Disease::C0018081
1330,1330,Compound::DB00467,has_approved_interaction,Disease::C0018081
1331,1331,Compound::DB00618,has_approved_interaction,Disease::C0018081
1332,1332,Compound::DB00671,has_approved_interaction,Disease::C0018081
1333,1333,Compound::DB00681,has_approved_interaction,Disease::C0018081
1334,1334,Compound::DB00759,has_approved_interaction,Disease::C0018081
1335,1335,Compound::DB00919,has_approved_interaction,Disease::C0018081
1336,1336,Compound::DB00948,has_approved_interaction,Disease::C0018081
1337,1337,Compound::DB01017,has_approved_interaction,Disease::C0018081
1338,1338,Compound::DB01032,has_approved_interaction,Disease::C0018081
1339,1339,Compound::DB01059,has_approved_interaction,Disease::C0018081
1340,1340,Compound::DB01112,has_approved_interaction,Disease::C0018081
1341,1341,Compound::DB01165,has_approved_interaction,Disease::C0018081
1342,1342,Compound::DB01212,has_approved_interaction,Disease::C0018081
1343,1343,Compound::DB01331,has_approved_interaction,Disease::C0018081
1344,1344,Compound::DB01332,has_approved_interaction,Disease::C0018081
1345,1345,Compound::DB01416,has_approved_interaction,Disease::C0018081
1346,1346,Compound::DB01602,has_approved_interaction,Disease::C0018081
1347,1347,Compound::DB02703,has_approved_interaction,Disease::C0018081
1348,1348,Compound::DB00328,has_approved_interaction,Disease::C0018099
1349,1349,Compound::DB00437,has_approved_interaction,Disease::C0018099
1350,1350,Compound::DB00788,has_approved_interaction,Disease::C0018099
1351,1351,Compound::DB01394,has_approved_interaction,Disease::C0018099
1352,1352,Compound::DB00254,has_approved_interaction,Disease::C0018190
1353,1353,Compound::DB00595,has_approved_interaction,Disease::C0018190
1354,1354,Compound::DB00618,has_approved_interaction,Disease::C0018190
1355,1355,Compound::DB00681,has_approved_interaction,Disease::C0018190
1356,1356,Compound::DB00759,has_approved_interaction,Disease::C0018190
1357,1357,Compound::DB01017,has_approved_interaction,Disease::C0018190
1358,1358,Compound::DB01082,has_approved_interaction,Disease::C0018190
1359,1359,Compound::DB02703,has_approved_interaction,Disease::C0018190
1360,1360,Compound::DB00389,has_approved_interaction,Disease::C0018213
1361,1361,Compound::DB00341,has_approved_interaction,Disease::C0018621
1362,1362,Compound::DB00366,has_approved_interaction,Disease::C0018621
1363,1363,Compound::DB00388,has_approved_interaction,Disease::C0018621
1364,1364,Compound::DB00397,has_approved_interaction,Disease::C0018621
1365,1365,Compound::DB00405,has_approved_interaction,Disease::C0018621
1366,1366,Compound::DB00427,has_approved_interaction,Disease::C0018621
1367,1367,Compound::DB00455,has_approved_interaction,Disease::C0018621
1368,1368,Compound::DB00620,has_approved_interaction,Disease::C0018621
1369,1369,Compound::DB00719,has_approved_interaction,Disease::C0018621
1370,1370,Compound::DB00748,has_approved_interaction,Disease::C0018621
1371,1371,Compound::DB00768,has_approved_interaction,Disease::C0018621
1372,1372,Compound::DB00835,has_approved_interaction,Disease::C0018621
1373,1373,Compound::DB00852,has_approved_interaction,Disease::C0018621
1374,1374,Compound::DB00950,has_approved_interaction,Disease::C0018621
1375,1375,Compound::DB00959,has_approved_interaction,Disease::C0018621
1376,1376,Compound::DB00967,has_approved_interaction,Disease::C0018621
1377,1377,Compound::DB00972,has_approved_interaction,Disease::C0018621
1378,1378,Compound::DB01069,has_approved_interaction,Disease::C0018621
1379,1379,Compound::DB01075,has_approved_interaction,Disease::C0018621
1380,1380,Compound::DB01114,has_approved_interaction,Disease::C0018621
1381,1381,Compound::DB01176,has_approved_interaction,Disease::C0018621
1382,1382,Compound::DB01364,has_approved_interaction,Disease::C0018621
1383,1383,Compound::DB01410,has_approved_interaction,Disease::C0018621
1384,1384,Compound::DB01620,has_approved_interaction,Disease::C0018621
1385,1385,Compound::DB06282,has_approved_interaction,Disease::C0018621
1386,1386,Compound::DB06691,has_approved_interaction,Disease::C0018621
1387,1387,Compound::DB08936,has_approved_interaction,Disease::C0018621
1388,1388,Compound::DB09488,has_approved_interaction,Disease::C0018621
1389,1389,Compound::DB09555,has_approved_interaction,Disease::C0018621
1390,1390,Compound::DB00258,has_approved_interaction,Disease::C0018790
1391,1391,Compound::DB00326,has_approved_interaction,Disease::C0018790
1392,1392,Compound::DB01064,has_approved_interaction,Disease::C0018790
1393,1393,Compound::DB01164,has_approved_interaction,Disease::C0018790
1394,1394,Compound::DB00584,has_approved_interaction,Disease::C0018802
1395,1395,Compound::DB00922,has_approved_interaction,Disease::C0018802
1396,1396,Compound::DB09477,has_approved_interaction,Disease::C0018802
1397,1397,Compound::DB00501,has_approved_interaction,Disease::C0018834
1398,1398,Compound::DB00585,has_approved_interaction,Disease::C0018834
1399,1399,Compound::DB00863,has_approved_interaction,Disease::C0018834
1400,1400,Compound::DB00927,has_approved_interaction,Disease::C0018834
1401,1401,Compound::DB06723,has_approved_interaction,Disease::C0018834
1402,1402,Compound::DB09087,has_approved_interaction,Disease::C0018834
1403,1403,Compound::DB09104,has_approved_interaction,Disease::C0018834
1404,1404,Compound::DB09154,has_approved_interaction,Disease::C0018834
1405,1405,Compound::DB09281,has_approved_interaction,Disease::C0018834
1406,1406,Compound::DB09481,has_approved_interaction,Disease::C0018834
1407,1407,Compound::DB00571,has_approved_interaction,Disease::C0018916
1408,1408,Compound::DB00035,has_approved_interaction,Disease::C0019069
1409,1409,Compound::DB00036,has_approved_interaction,Disease::C0019069
1410,1410,Compound::DB00067,has_approved_interaction,Disease::C0019069
1411,1411,Compound::DB09109,has_approved_interaction,Disease::C0019069
1412,1412,Compound::DB06692,has_approved_interaction,Disease::C0019080
1413,1413,Compound::DB00281,has_approved_interaction,Disease::C0019112
1414,1414,Compound::DB00388,has_approved_interaction,Disease::C0019112
1415,1415,Compound::DB00741,has_approved_interaction,Disease::C0019112
1416,1416,Compound::DB01380,has_approved_interaction,Disease::C0019112
1417,1417,Compound::DB09321,has_approved_interaction,Disease::C0019112
1418,1418,Compound::DB09345,has_approved_interaction,Disease::C0019112
1419,1419,Compound::DB00199,has_approved_interaction,Disease::C0019147
1420,1420,Compound::DB00994,has_approved_interaction,Disease::C0019147
1421,1421,Compound::DB01421,has_approved_interaction,Disease::C0019147
1422,1422,Compound::DB00581,has_approved_interaction,Disease::C0019151
1423,1423,Compound::DB00994,has_approved_interaction,Disease::C0019151
1424,1424,Compound::DB01220,has_approved_interaction,Disease::C0019151
1425,1425,Compound::DB04932,has_approved_interaction,Disease::C0019156
1426,1426,Compound::DB00859,has_approved_interaction,Disease::C0019202
1427,1427,Compound::DB06824,has_approved_interaction,Disease::C0019202
1428,1428,Compound::DB05311,has_approved_interaction,Disease::C0019243
1429,1429,Compound::DB06196,has_approved_interaction,Disease::C0019243
1430,1430,Compound::DB06718,has_approved_interaction,Disease::C0019243
1431,1431,Compound::DB00577,has_approved_interaction,Disease::C0019342
1432,1432,Compound::DB00787,has_approved_interaction,Disease::C0019342
1433,1433,Compound::DB00299,has_approved_interaction,Disease::C0019345
1434,1434,Compound::DB00577,has_approved_interaction,Disease::C0019345
1435,1435,Compound::DB00632,has_approved_interaction,Disease::C0019345
1436,1436,Compound::DB00787,has_approved_interaction,Disease::C0019345
1437,1437,Compound::DB00787,has_approved_interaction,Disease::C0019348
1438,1438,Compound::DB00194,has_approved_interaction,Disease::C0019357
1439,1439,Compound::DB00249,has_approved_interaction,Disease::C0019357
1440,1440,Compound::DB00432,has_approved_interaction,Disease::C0019357
1441,1441,Compound::DB00299,has_approved_interaction,Disease::C0019360
1442,1442,Compound::DB00426,has_approved_interaction,Disease::C0019360
1443,1443,Compound::DB00577,has_approved_interaction,Disease::C0019360
1444,1444,Compound::DB00787,has_approved_interaction,Disease::C0019360
1445,1445,Compound::DB00681,has_approved_interaction,Disease::C0019655
1446,1446,Compound::DB01026,has_approved_interaction,Disease::C0019655
1447,1447,Compound::DB01167,has_approved_interaction,Disease::C0019655
1448,1448,Compound::DB00109,has_approved_interaction,Disease::C0019693
1449,1449,Compound::DB00220,has_approved_interaction,Disease::C0019693
1450,1450,Compound::DB00224,has_approved_interaction,Disease::C0019693
1451,1451,Compound::DB00238,has_approved_interaction,Disease::C0019693
1452,1452,Compound::DB00300,has_approved_interaction,Disease::C0019693
1453,1453,Compound::DB00495,has_approved_interaction,Disease::C0019693
1454,1454,Compound::DB00503,has_approved_interaction,Disease::C0019693
1455,1455,Compound::DB00625,has_approved_interaction,Disease::C0019693
1456,1456,Compound::DB00649,has_approved_interaction,Disease::C0019693
1457,1457,Compound::DB00701,has_approved_interaction,Disease::C0019693
1458,1458,Compound::DB00705,has_approved_interaction,Disease::C0019693
1459,1459,Compound::DB00709,has_approved_interaction,Disease::C0019693
1460,1460,Compound::DB00879,has_approved_interaction,Disease::C0019693
1461,1461,Compound::DB00900,has_approved_interaction,Disease::C0019693
1462,1462,Compound::DB00932,has_approved_interaction,Disease::C0019693
1463,1463,Compound::DB00943,has_approved_interaction,Disease::C0019693
1464,1464,Compound::DB01048,has_approved_interaction,Disease::C0019693
1465,1465,Compound::DB01072,has_approved_interaction,Disease::C0019693
1466,1466,Compound::DB01232,has_approved_interaction,Disease::C0019693
1467,1467,Compound::DB01264,has_approved_interaction,Disease::C0019693
1468,1468,Compound::DB01319,has_approved_interaction,Disease::C0019693
1469,1469,Compound::DB01601,has_approved_interaction,Disease::C0019693
1470,1470,Compound::DB06414,has_approved_interaction,Disease::C0019693
1471,1471,Compound::DB06817,has_approved_interaction,Disease::C0019693
1472,1472,Compound::DB08864,has_approved_interaction,Disease::C0019693
1473,1473,Compound::DB08930,has_approved_interaction,Disease::C0019693
1474,1474,Compound::DB09065,has_approved_interaction,Disease::C0019693
1475,1475,Compound::DB09101,has_approved_interaction,Disease::C0019693
1476,1476,Compound::DB09299,has_approved_interaction,Disease::C0019693
1477,1477,Compound::DB00262,has_approved_interaction,Disease::C0019829
1478,1478,Compound::DB00290,has_approved_interaction,Disease::C0019829
1479,1479,Compound::DB00291,has_approved_interaction,Disease::C0019829
1480,1480,Compound::DB00443,has_approved_interaction,Disease::C0019829
1481,1481,Compound::DB00541,has_approved_interaction,Disease::C0019829
1482,1482,Compound::DB00570,has_approved_interaction,Disease::C0019829
1483,1483,Compound::DB00620,has_approved_interaction,Disease::C0019829
1484,1484,Compound::DB00635,has_approved_interaction,Disease::C0019829
1485,1485,Compound::DB00741,has_approved_interaction,Disease::C0019829
1486,1486,Compound::DB00851,has_approved_interaction,Disease::C0019829
1487,1487,Compound::DB00860,has_approved_interaction,Disease::C0019829
1488,1488,Compound::DB00888,has_approved_interaction,Disease::C0019829
1489,1489,Compound::DB00959,has_approved_interaction,Disease::C0019829
1490,1490,Compound::DB00997,has_approved_interaction,Disease::C0019829
1491,1491,Compound::DB01168,has_approved_interaction,Disease::C0019829
1492,1492,Compound::DB01206,has_approved_interaction,Disease::C0019829
1493,1493,Compound::DB01234,has_approved_interaction,Disease::C0019829
1494,1494,Compound::DB01380,has_approved_interaction,Disease::C0019829
1495,1495,Compound::DB04572,has_approved_interaction,Disease::C0019829
1496,1496,Compound::DB08870,has_approved_interaction,Disease::C0019829
1497,1497,Compound::DB06756,has_approved_interaction,Disease::C0019880
1498,1498,Compound::DB00421,has_approved_interaction,Disease::C0020428
1499,1499,Compound::DB00710,has_approved_interaction,Disease::C0020437
1500,1500,Compound::DB00974,has_approved_interaction,Disease::C0020437
1501,1501,Compound::DB00175,has_approved_interaction,Disease::C0020443
1502,1502,Compound::DB00227,has_approved_interaction,Disease::C0020443
1503,1503,Compound::DB00375,has_approved_interaction,Disease::C0020443
1504,1504,Compound::DB00627,has_approved_interaction,Disease::C0020443
1505,1505,Compound::DB00641,has_approved_interaction,Disease::C0020443
1506,1506,Compound::DB00930,has_approved_interaction,Disease::C0020443
1507,1507,Compound::DB00973,has_approved_interaction,Disease::C0020443
1508,1508,Compound::DB01039,has_approved_interaction,Disease::C0020443
1509,1509,Compound::DB01076,has_approved_interaction,Disease::C0020443
1510,1510,Compound::DB01095,has_approved_interaction,Disease::C0020443
1511,1511,Compound::DB01098,has_approved_interaction,Disease::C0020443
1512,1512,Compound::DB01393,has_approved_interaction,Disease::C0020443
1513,1513,Compound::DB01432,has_approved_interaction,Disease::C0020443
1514,1514,Compound::DB01599,has_approved_interaction,Disease::C0020443
1515,1515,Compound::DB08860,has_approved_interaction,Disease::C0020443
1516,1516,Compound::DB09302,has_approved_interaction,Disease::C0020443
1517,1517,Compound::DB09303,has_approved_interaction,Disease::C0020443
1518,1518,Compound::DB01119,has_approved_interaction,Disease::C0020459
1519,1519,Compound::DB00258,has_approved_interaction,Disease::C0020461
1520,1520,Compound::DB00326,has_approved_interaction,Disease::C0020461
1521,1521,Compound::DB01164,has_approved_interaction,Disease::C0020461
1522,1522,Compound::DB01344,has_approved_interaction,Disease::C0020461
1523,1523,Compound::DB09263,has_approved_interaction,Disease::C0020461
1524,1524,Compound::DB00227,has_approved_interaction,Disease::C0020473
1525,1525,Compound::DB00375,has_approved_interaction,Disease::C0020473
1526,1526,Compound::DB00451,has_approved_interaction,Disease::C0020473
1527,1527,Compound::DB00509,has_approved_interaction,Disease::C0020473
1528,1528,Compound::DB00627,has_approved_interaction,Disease::C0020473
1529,1529,Compound::DB00636,has_approved_interaction,Disease::C0020473
1530,1530,Compound::DB00973,has_approved_interaction,Disease::C0020473
1531,1531,Compound::DB01039,has_approved_interaction,Disease::C0020473
1532,1532,Compound::DB01393,has_approved_interaction,Disease::C0020473
1533,1533,Compound::DB01432,has_approved_interaction,Disease::C0020473
1534,1534,Compound::DB01599,has_approved_interaction,Disease::C0020473
1535,1535,Compound::DB00175,has_approved_interaction,Disease::C0020474
1536,1536,Compound::DB00227,has_approved_interaction,Disease::C0020474
1537,1537,Compound::DB00627,has_approved_interaction,Disease::C0020474
1538,1538,Compound::DB00641,has_approved_interaction,Disease::C0020474
1539,1539,Compound::DB00973,has_approved_interaction,Disease::C0020474
1540,1540,Compound::DB01039,has_approved_interaction,Disease::C0020474
1541,1541,Compound::DB01076,has_approved_interaction,Disease::C0020474
1542,1542,Compound::DB01095,has_approved_interaction,Disease::C0020474
1543,1543,Compound::DB01098,has_approved_interaction,Disease::C0020474
1544,1544,Compound::DB08860,has_approved_interaction,Disease::C0020474
1545,1545,Compound::DB00175,has_approved_interaction,Disease::C0020479
1546,1546,Compound::DB00641,has_approved_interaction,Disease::C0020479
1547,1547,Compound::DB01076,has_approved_interaction,Disease::C0020479
1548,1548,Compound::DB01098,has_approved_interaction,Disease::C0020479
1549,1549,Compound::DB01436,has_approved_interaction,Disease::C0020502
1550,1550,Compound::DB00248,has_approved_interaction,Disease::C0020514
1551,1551,Compound::DB01200,has_approved_interaction,Disease::C0020514
1552,1552,Compound::DB00177,has_approved_interaction,Disease::C0020538
1553,1553,Compound::DB00178,has_approved_interaction,Disease::C0020538
1554,1554,Compound::DB00195,has_approved_interaction,Disease::C0020538
1555,1555,Compound::DB00206,has_approved_interaction,Disease::C0020538
1556,1556,Compound::DB00214,has_approved_interaction,Disease::C0020538
1557,1557,Compound::DB00226,has_approved_interaction,Disease::C0020538
1558,1558,Compound::DB00232,has_approved_interaction,Disease::C0020538
1559,1559,Compound::DB00264,has_approved_interaction,Disease::C0020538
1560,1560,Compound::DB00270,has_approved_interaction,Disease::C0020538
1561,1561,Compound::DB00275,has_approved_interaction,Disease::C0020538
1562,1562,Compound::DB00310,has_approved_interaction,Disease::C0020538
1563,1563,Compound::DB00325,has_approved_interaction,Disease::C0020538
1564,1564,Compound::DB00335,has_approved_interaction,Disease::C0020538
1565,1565,Compound::DB00343,has_approved_interaction,Disease::C0020538
1566,1566,Compound::DB00350,has_approved_interaction,Disease::C0020538
1567,1567,Compound::DB00373,has_approved_interaction,Disease::C0020538
1568,1568,Compound::DB00381,has_approved_interaction,Disease::C0020538
1569,1569,Compound::DB00384,has_approved_interaction,Disease::C0020538
1570,1570,Compound::DB00401,has_approved_interaction,Disease::C0020538
1571,1571,Compound::DB00421,has_approved_interaction,Disease::C0020538
1572,1572,Compound::DB00436,has_approved_interaction,Disease::C0020538
1573,1573,Compound::DB00457,has_approved_interaction,Disease::C0020538
1574,1574,Compound::DB00492,has_approved_interaction,Disease::C0020538
1575,1575,Compound::DB00519,has_approved_interaction,Disease::C0020538
1576,1576,Compound::DB00521,has_approved_interaction,Disease::C0020538
1577,1577,Compound::DB00524,has_approved_interaction,Disease::C0020538
1578,1578,Compound::DB00528,has_approved_interaction,Disease::C0020538
1579,1579,Compound::DB00542,has_approved_interaction,Disease::C0020538
1580,1580,Compound::DB00571,has_approved_interaction,Disease::C0020538
1581,1581,Compound::DB00575,has_approved_interaction,Disease::C0020538
1582,1582,Compound::DB00584,has_approved_interaction,Disease::C0020538
1583,1583,Compound::DB00590,has_approved_interaction,Disease::C0020538
1584,1584,Compound::DB00594,has_approved_interaction,Disease::C0020538
1585,1585,Compound::DB00598,has_approved_interaction,Disease::C0020538
1586,1586,Compound::DB00612,has_approved_interaction,Disease::C0020538
1587,1587,Compound::DB00622,has_approved_interaction,Disease::C0020538
1588,1588,Compound::DB00629,has_approved_interaction,Disease::C0020538
1589,1589,Compound::DB00657,has_approved_interaction,Disease::C0020538
1590,1590,Compound::DB00661,has_approved_interaction,Disease::C0020538
1591,1591,Compound::DB00678,has_approved_interaction,Disease::C0020538
1592,1592,Compound::DB00691,has_approved_interaction,Disease::C0020538
1593,1593,Compound::DB00695,has_approved_interaction,Disease::C0020538
1594,1594,Compound::DB00700,has_approved_interaction,Disease::C0020538
1595,1595,Compound::DB00722,has_approved_interaction,Disease::C0020538
1596,1596,Compound::DB00774,has_approved_interaction,Disease::C0020538
1597,1597,Compound::DB00790,has_approved_interaction,Disease::C0020538
1598,1598,Compound::DB00796,has_approved_interaction,Disease::C0020538
1599,1599,Compound::DB00808,has_approved_interaction,Disease::C0020538
1600,1600,Compound::DB00876,has_approved_interaction,Disease::C0020538
1601,1601,Compound::DB00880,has_approved_interaction,Disease::C0020538
1602,1602,Compound::DB00881,has_approved_interaction,Disease::C0020538
1603,1603,Compound::DB00960,has_approved_interaction,Disease::C0020538
1604,1604,Compound::DB00966,has_approved_interaction,Disease::C0020538
1605,1605,Compound::DB00968,has_approved_interaction,Disease::C0020538
1606,1606,Compound::DB00982,has_approved_interaction,Disease::C0020538
1607,1607,Compound::DB00999,has_approved_interaction,Disease::C0020538
1608,1608,Compound::DB01018,has_approved_interaction,Disease::C0020538
1609,1609,Compound::DB01021,has_approved_interaction,Disease::C0020538
1610,1610,Compound::DB01023,has_approved_interaction,Disease::C0020538
1611,1611,Compound::DB01029,has_approved_interaction,Disease::C0020538
1612,1612,Compound::DB01076,has_approved_interaction,Disease::C0020538
1613,1613,Compound::DB01115,has_approved_interaction,Disease::C0020538
1614,1614,Compound::DB01136,has_approved_interaction,Disease::C0020538
1615,1615,Compound::DB01162,has_approved_interaction,Disease::C0020538
1616,1616,Compound::DB01170,has_approved_interaction,Disease::C0020538
1617,1617,Compound::DB01193,has_approved_interaction,Disease::C0020538
1618,1618,Compound::DB01197,has_approved_interaction,Disease::C0020538
1619,1619,Compound::DB01203,has_approved_interaction,Disease::C0020538
1620,1620,Compound::DB01229,has_approved_interaction,Disease::C0020538
1621,1621,Compound::DB01275,has_approved_interaction,Disease::C0020538
1622,1622,Compound::DB01324,has_approved_interaction,Disease::C0020538
1623,1623,Compound::DB01340,has_approved_interaction,Disease::C0020538
1624,1624,Compound::DB01348,has_approved_interaction,Disease::C0020538
1625,1625,Compound::DB01349,has_approved_interaction,Disease::C0020538
1626,1626,Compound::DB01359,has_approved_interaction,Disease::C0020538
1627,1627,Compound::DB01580,has_approved_interaction,Disease::C0020538
1628,1628,Compound::DB01626,has_approved_interaction,Disease::C0020538
1629,1629,Compound::DB04846,has_approved_interaction,Disease::C0020538
1630,1630,Compound::DB04861,has_approved_interaction,Disease::C0020538
1631,1631,Compound::DB04920,has_approved_interaction,Disease::C0020538
1632,1632,Compound::DB08808,has_approved_interaction,Disease::C0020538
1633,1633,Compound::DB08822,has_approved_interaction,Disease::C0020538
1634,1634,Compound::DB09026,has_approved_interaction,Disease::C0020538
1635,1635,Compound::DB09229,has_approved_interaction,Disease::C0020538
1636,1636,Compound::DB09230,has_approved_interaction,Disease::C0020538
1637,1637,Compound::DB09235,has_approved_interaction,Disease::C0020538
1638,1638,Compound::DB09279,has_approved_interaction,Disease::C0020538
1639,1639,Compound::DB09477,has_approved_interaction,Disease::C0020538
1640,1640,Compound::DB00435,has_approved_interaction,Disease::C0020542
1641,1641,Compound::DB00559,has_approved_interaction,Disease::C0020542
1642,1642,Compound::DB00820,has_approved_interaction,Disease::C0020542
1643,1643,Compound::DB01240,has_approved_interaction,Disease::C0020542
1644,1644,Compound::DB00389,has_approved_interaction,Disease::C0020550
1645,1645,Compound::DB00550,has_approved_interaction,Disease::C0020550
1646,1646,Compound::DB00763,has_approved_interaction,Disease::C0020550
1647,1647,Compound::DB09293,has_approved_interaction,Disease::C0020550
1648,1648,Compound::DB00159,has_approved_interaction,Disease::C0020557
1649,1649,Compound::DB00175,has_approved_interaction,Disease::C0020557
1650,1650,Compound::DB00227,has_approved_interaction,Disease::C0020557
1651,1651,Compound::DB00627,has_approved_interaction,Disease::C0020557
1652,1652,Compound::DB00641,has_approved_interaction,Disease::C0020557
1653,1653,Compound::DB01039,has_approved_interaction,Disease::C0020557
1654,1654,Compound::DB01076,has_approved_interaction,Disease::C0020557
1655,1655,Compound::DB01098,has_approved_interaction,Disease::C0020557
1656,1656,Compound::DB01241,has_approved_interaction,Disease::C0020557
1657,1657,Compound::DB08887,has_approved_interaction,Disease::C0020557
1658,1658,Compound::DB09568,has_approved_interaction,Disease::C0020557
1659,1659,Compound::DB04908,has_approved_interaction,Disease::C0020594
1660,1660,Compound::DB00136,has_approved_interaction,Disease::C0020598
1661,1661,Compound::DB00146,has_approved_interaction,Disease::C0020598
1662,1662,Compound::DB00153,has_approved_interaction,Disease::C0020598
1663,1663,Compound::DB00169,has_approved_interaction,Disease::C0020598
1664,1664,Compound::DB00258,has_approved_interaction,Disease::C0020598
1665,1665,Compound::DB00326,has_approved_interaction,Disease::C0020598
1666,1666,Compound::DB01022,has_approved_interaction,Disease::C0020598
1667,1667,Compound::DB01070,has_approved_interaction,Disease::C0020598
1668,1668,Compound::DB01164,has_approved_interaction,Disease::C0020598
1669,1669,Compound::DB01377,has_approved_interaction,Disease::C0020598
1670,1670,Compound::DB06724,has_approved_interaction,Disease::C0020598
1671,1671,Compound::DB00040,has_approved_interaction,Disease::C0020615
1672,1672,Compound::DB00128,has_approved_interaction,Disease::C0020621
1673,1673,Compound::DB00761,has_approved_interaction,Disease::C0020621
1674,1674,Compound::DB01164,has_approved_interaction,Disease::C0020621
1675,1675,Compound::DB09125,has_approved_interaction,Disease::C0020621
1676,1676,Compound::DB00872,has_approved_interaction,Disease::C0020625
1677,1677,Compound::DB06212,has_approved_interaction,Disease::C0020625
1678,1678,Compound::DB00136,has_approved_interaction,Disease::C0020626
1679,1679,Compound::DB00153,has_approved_interaction,Disease::C0020626
1680,1680,Compound::DB00169,has_approved_interaction,Disease::C0020626
1681,1681,Compound::DB01070,has_approved_interaction,Disease::C0020626
1682,1682,Compound::DB01436,has_approved_interaction,Disease::C0020626
1683,1683,Compound::DB05829,has_approved_interaction,Disease::C0020626
1684,1684,Compound::DB09105,has_approved_interaction,Disease::C0020630
1685,1685,Compound::DB00624,has_approved_interaction,Disease::C0020635
1686,1686,Compound::DB00191,has_approved_interaction,Disease::C0020649
1687,1687,Compound::DB00368,has_approved_interaction,Disease::C0020649
1688,1688,Compound::DB00668,has_approved_interaction,Disease::C0020649
1689,1689,Compound::DB00988,has_approved_interaction,Disease::C0020649
1690,1690,Compound::DB01364,has_approved_interaction,Disease::C0020649
1691,1691,Compound::DB01365,has_approved_interaction,Disease::C0020649
1692,1692,Compound::DB00211,has_approved_interaction,Disease::C0020651
1693,1693,Compound::DB00279,has_approved_interaction,Disease::C0020676
1694,1694,Compound::DB00451,has_approved_interaction,Disease::C0020676
1695,1695,Compound::DB01064,has_approved_interaction,Disease::C0020683
1696,1696,Compound::DB03904,has_approved_interaction,Disease::C0021092
1697,1697,Compound::DB00410,has_approved_interaction,Disease::C0021099
1698,1698,Compound::DB01112,has_approved_interaction,Disease::C0021099
1699,1699,Compound::DB01256,has_approved_interaction,Disease::C0021099
1700,1700,Compound::DB06212,has_approved_interaction,Disease::C0021141
1701,1701,Compound::DB00537,has_approved_interaction,Disease::C0021355
1702,1702,Compound::DB00741,has_approved_interaction,Disease::C0021355
1703,1703,Compound::DB01059,has_approved_interaction,Disease::C0021355
1704,1704,Compound::DB01165,has_approved_interaction,Disease::C0021355
